,titel,pdf,urn
3534,1979:62,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3514963.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259681
3535,1979:63,https://weburn.kb.se/sou/348/urn-nbn-se-kb-digark-3477595.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-143176
3536,1979:64,https://weburn.kb.se/sou/351/urn-nbn-se-kb-digark-3509530.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259732
3537,1979:65,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3516752.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8201633
3538,1979:66,https://weburn.kb.se/sou/349/urn-nbn-se-kb-digark-3486560.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8201634
3539,1979:67,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3510259.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259762
3540,1979:68,https://weburn.kb.se/sou/350/urn-nbn-se-kb-digark-3493586.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259730
3541,1979:69,https://weburn.kb.se/sou/349/urn-nbn-se-kb-digark-3486957.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259680
3542,1979:70,https://weburn.kb.se/sou/350/urn-nbn-se-kb-digark-3497491.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259741
3543,1979:71,https://weburn.kb.se/sou/349/urn-nbn-se-kb-digark-3485188.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259778
3544,1979:72,https://weburn.kb.se/sou/349/urn-nbn-se-kb-digark-3485189.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259800
3545,1979:73,https://weburn.kb.se/sou/351/urn-nbn-se-kb-digark-3500138.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350819
3546,1979:74,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3512218.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259684
3547,1979:75,https://weburn.kb.se/sou/350/urn-nbn-se-kb-digark-3497490.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259798
3548,1979:76,https://weburn.kb.se/sou/350/urn-nbn-se-kb-digark-3497489.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259727
3549,1979:77,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3535301.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259785
3550,1979:78,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3514189.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259728
3551,1979:79,https://weburn.kb.se/sou/351/urn-nbn-se-kb-digark-3505795.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-112928
3552,1979:80,https://weburn.kb.se/sou/351/urn-nbn-se-kb-digark-3505805.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259745
3553,1979:81,https://weburn.kb.se/sou/351/urn-nbn-se-kb-digark-3506461.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259848
3554,1979:82,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3518070.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259842
3555,1979:83,https://weburn.kb.se/sou/351/urn-nbn-se-kb-digark-3505596.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259867
3556,1979:84,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3518009.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259768
3557,1979:85,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3514451.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259595
3558,1979:86,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3514193.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259910
3559,1979:87,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3512896.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259861
3560,1979:88,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3533007.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259844
3561,1979:89,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3530963.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259862
3562,1979:90,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3535435.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259880
3563,1979:91,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3511228.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-257657
3564,1979:92,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3532856.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259945
3565,1979:93,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3619394.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350833
3566,1979:94,https://weburn.kb.se/sou/388/urn-nbn-se-kb-digark-3875990.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259822
3567,1980:1,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3585704.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259979
3568,1980:2,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536128.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350828
3569,1980:3,https://weburn.kb.se/sou/385/urn-nbn-se-kb-digark-3845347.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259950
3570,1980:4,https://weburn.kb.se/sou/388/urn-nbn-se-kb-digark-3870983.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260055
3571,1980:5,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3519035.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259821
3572,1980:6,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3591260.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259881
3573,1980:7,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536134.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260022
3574,1980:8,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3537247.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260033
3575,1980:9,https://weburn.kb.se/sou/353/urn-nbn-se-kb-digark-3526514.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260041
3576,1980:10,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3518351.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260006
3577,1980:11,https://weburn.kb.se/sou/353/urn-nbn-se-kb-digark-3521958.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260059
3578,1980:12,https://weburn.kb.se/sou/353/urn-nbn-se-kb-digark-3523441.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260011
3579,1980:13,https://weburn.kb.se/sou/353/urn-nbn-se-kb-digark-3522542.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260051
3580,1980:14,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3578643.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260078
3581,1980:15,https://weburn.kb.se/sou/352/urn-nbn-se-kb-digark-3518350.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259928
3582,1980:16,https://weburn.kb.se/sou/353/urn-nbn-se-kb-digark-3521848.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260075
3583,1980:17,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3586085.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260090
3584,1980:18,https://weburn.kb.se/sou/353/urn-nbn-se-kb-digark-3521466.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260049
3585,1980:19,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3589442.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7259978
3586,1980:20,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3588764.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260091
3587,1980:21,https://weburn.kb.se/sou/387/urn-nbn-se-kb-digark-3861694.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260084
3588,1980:22,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3580133.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260121
3589,1980:23,https://weburn.kb.se/sou/353/urn-nbn-se-kb-digark-3526629.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260157
3590,1980:24,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536188.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260205
3591,1980:25,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536183.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260010
3592,1980:26,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536186.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260146
3593,1980:27,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536187.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350846
3594,1980:28,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536184.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260023
3595,1980:29,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3585524.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260218
3596,1980:30,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536185.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260094
3597,1980:31,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3593590.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260251
3598,1980:32,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3582741.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260228
3599,1980:33,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3579184.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260210
3600,1980:34,https://weburn.kb.se/sou/353/urn-nbn-se-kb-digark-3529511.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260235
3601,1980:35,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3551046.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260236
3602,1980:36,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3586703.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260203
3603,1980:37,https://weburn.kb.se/sou/355/urn-nbn-se-kb-digark-3544298.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-217893
3604,1980:38,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3559341.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260253
3605,1980:39,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3576151.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260119
3606,1980:40,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3594859.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260120
3607,1980:41,https://weburn.kb.se/sou/355/urn-nbn-se-kb-digark-3549647.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260297
3608,1980:42,https://weburn.kb.se/sou/355/urn-nbn-se-kb-digark-3543715.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260195
3609,1980:43,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3583587.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260339
3610,1980:44,https://weburn.kb.se/sou/354/urn-nbn-se-kb-digark-3536815.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260357
3611,1980:45,https://weburn.kb.se/sou/355/urn-nbn-se-kb-digark-3542455.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-157360
3612,1980:46,https://weburn.kb.se/sou/355/urn-nbn-se-kb-digark-3545152.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260247
3613,1980:47,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3591747.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260350
3614,1980:48,https://weburn.kb.se/sou/355/urn-nbn-se-kb-digark-3548788.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-140450
3615,1980:49,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3568573.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260331
3616,1980:50,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3594502.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260376
3617,1980:51,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3569533.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260387
3618,1980:52,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3571113.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260440
3619,1980:53,https://weburn.kb.se/sou/369/urn-nbn-se-kb-digark-3689804.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260464
3620,1981:1,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3550195.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260390
3621,1981:2,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3558296.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260391
3622,1981:3,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3576805.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350859
3623,1981:4,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3592697.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260393
3624,1981:5,https://weburn.kb.se/sou/355/urn-nbn-se-kb-digark-3540556.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260428
3625,1981:6,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3578375.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260453
3626,1981:7,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3579804.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260502
3627,1981:8,https://weburn.kb.se/sou/355/urn-nbn-se-kb-digark-3545862.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-248009
3628,1981:9,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3556274.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350862
3629,1981:10,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3573494.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260533
3630,1981:11,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3589813.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260534
3631,1981:12,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3580644.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260541
3632,1981:13,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3587905.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260512
3633,1981:14,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3554045.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260548
3634,1981:15,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3574145.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260510
3635,1981:16,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3567821.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260220
3636,1981:17,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3596121.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260540
3637,1981:18,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3562226.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260457
3638,1981:19,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3560947.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260573
3639,1981:20,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3593820.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260613
3640,1981:21,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3557423.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-115923
3641,1981:22,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3559436.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260542
3642,1981:23,https://weburn.kb.se/sou/356/urn-nbn-se-kb-digark-3554046.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350870
3643,1981:24,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3560949.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260582
3644,1981:25,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3560948.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260581
3645,1981:26,https://weburn.kb.se/sou/357/urn-nbn-se-kb-digark-3560959.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350867
3646,1981:27,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3592539.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350868
3647,1981:28,https://weburn.kb.se/sou/358/urn-nbn-se-kb-digark-3574602.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-388232
3648,1981:29,https://weburn.kb.se/sou/361/urn-nbn-se-kb-digark-3603669.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260657
3649,1981:30,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3584550.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260658
3650,1981:31,https://weburn.kb.se/sou/359/urn-nbn-se-kb-digark-3584846.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260661
3651,1981:32,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3618350.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260599
3652,1981:33,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3625284.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260667
3653,1981:34,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3615100.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260490
3654,1981:35,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3619421.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260624
3655,1981:36,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3625292.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260469
3656,1981:37,https://weburn.kb.se/sou/361/urn-nbn-se-kb-digark-3607574.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-257658
3657,1981:38,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3613368.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260670
3658,1981:39,https://weburn.kb.se/sou/366/urn-nbn-se-kb-digark-3654913.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260648
3659,1981:40,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3616472.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260593
3660,1981:41,https://weburn.kb.se/sou/364/urn-nbn-se-kb-digark-3639953.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260594
3661,1981:42,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3618749.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260595
3662,1981:43,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3598790.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260694
3663,1981:44,https://weburn.kb.se/sou/361/urn-nbn-se-kb-digark-3601004.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-174171
3664,1981:45,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3597857.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260693
3665,1981:46,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3625086.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260679
3666,1981:47,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3619198.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260728
3667,1981:48,https://weburn.kb.se/sou/369/urn-nbn-se-kb-digark-3689019.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260699
3668,1981:49,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3618532.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-269264
3669,1981:50,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3596457.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-269263
3670,1981:51,https://weburn.kb.se/sou/361/urn-nbn-se-kb-digark-3606027.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-269265
3671,1981:52,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3596459.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-269266
3672,1981:53,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3596460.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260752
3673,1981:54,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3596458.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260669
3674,1981:55,https://weburn.kb.se/sou/360/urn-nbn-se-kb-digark-3596461.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260695
3675,1981:56,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3626823.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350869
3676,1981:57,https://weburn.kb.se/sou/379/urn-nbn-se-kb-digark-3788006.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260777
3677,1981:58,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3625508.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260729
3678,1981:59,https://weburn.kb.se/sou/375/urn-nbn-se-kb-digark-3743975.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260776
3679,1981:60,https://weburn.kb.se/sou/361/urn-nbn-se-kb-digark-3609484.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260736
3680,1981:61,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3613125.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260660
3681,1981:62,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3616024.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260780
3682,1981:63,https://weburn.kb.se/sou/365/urn-nbn-se-kb-digark-3649133.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260691
3683,1981:64,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3621079.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350878
3684,1981:65,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3611055.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-167335
3685,1981:66,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3613601.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-167336
3686,1981:67,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3613602.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-167337
3687,1981:68,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3616636.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-167338
3688,1981:69,https://weburn.kb.se/sou/365/urn-nbn-se-kb-digark-3647529.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260758
3689,1981:70,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3626833.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-8350876
3690,1981:71,https://weburn.kb.se/sou/365/urn-nbn-se-kb-digark-3649622.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260732
3691,1981:72,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3625274.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260784
3692,1981:73,https://weburn.kb.se/sou/368/urn-nbn-se-kb-digark-3675573.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260762
3693,1981:74,https://weburn.kb.se/sou/365/urn-nbn-se-kb-digark-3649173.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260751
3694,1981:75,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3621206.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260846
3695,1981:76,https://weburn.kb.se/sou/362/urn-nbn-se-kb-digark-3615101.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260735
3696,1981:77,https://weburn.kb.se/sou/369/urn-nbn-se-kb-digark-3683151.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-120208
3697,1981:78,https://weburn.kb.se/sou/365/urn-nbn-se-kb-digark-3641966.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-174170
3698,1981:79,https://weburn.kb.se/sou/363/urn-nbn-se-kb-digark-3625973.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-174172
3699,1981:80,https://weburn.kb.se/sou/365/urn-nbn-se-kb-digark-3649621.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-149350
3700,1981:81,https://weburn.kb.se/sou/365/urn-nbn-se-kb-digark-3649901.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260690
3701,1981:82,https://weburn.kb.se/sou/375/urn-nbn-se-kb-digark-3744499.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:sou-7260860
